"TIME","European Union - 28 countries (2013-2020)","Belgium","Czechia","Denmark","Spain","Italy","Lithuania","Poland","Finland","Sweden","ISCO","total_Belgium","share_Belgium","total_Spain","share_Spain","total_Poland","share_Poland","Group.1","t_1A1f1","t_1A2a2","t_2B1a","t_4A2a4","t_4A2b2","t_4A3a3","t_4A3a4","t_4A4a1","t_4A4a4","t_4A4b4","t_4A4b5","t_4C2d1g","t_4C2d1i","t_4C3b4","t_4C3b7","t_4C3d3","t_4C3b8_rev","t_4C1a2l_rev","t_4A4a5_rev","t_4A4a8_rev","t_4A1b2_rev","t_4A3a2_rev","t_4A3b4_rev","t_4A3b5_rev","std_Belgium_t_4A2a4","std_Poland_t_4A2a4","std_Spain_t_4A2a4","std_Belgium_t_4A2b2","std_Poland_t_4A2b2","std_Spain_t_4A2b2","std_Belgium_t_4A4a1","std_Poland_t_4A4a1","std_Spain_t_4A4a1","Belgium_NRCA","Spain_NRCA","Poland_NRCA","std_Belgium_NRCA","std_Poland_NRCA","std_Spain_NRCA","multip_Belgium_NRCA","multip_Spain_NRCA","multip_Poland_NRCA"
"2011-Q1","12850.9",279,223.5,57.6,879.8,896,120,963.5,137.2,232.6,1,4391.5,0.0635318228395765,18169.2,0.0484226052880699,15027.1,0.0641174943934625,1,1.3264537037037,1.63666666666667,3.69516666666667,3.83937962962963,3.66647222222222,2.12576851851852,2.08891666666667,3.59258333333333,4.11794444444444,3.82975,3.66936111111111,2.37848148148148,2.53885185185185,4.08364814814815,3.26584259259259,1.51810185185185,1.56699999666667,1.20810184,3.20334256333333,2.89827776333333,3.10240744,3.86586108333333,4.22390735,4.27075924333333,1.28300329285354,1.5100812812539,1.63954323658312,0.941597669869606,1.12018613517087,1.22721912226813,0.931834873377643,1.14890883643324,1.2385564355459,3.15643583610079,4.10531879439715,3.77917625285801,1.0786763599132,1.29089817370957,1.40765580744139,0.0685302753992445,0.0681623615451938,0.0827691564153545
"2011-Q2","12834.2",304.7,226.2,58.2,911.6,897,118.9,918.4,135.8,236,1,4472.2,0.0681320155628102,18373.4,0.0496152045892432,15245.5,0.0602407267718343,1,1.3264537037037,1.63666666666667,3.69516666666667,3.83937962962963,3.66647222222222,2.12576851851852,2.08891666666667,3.59258333333333,4.11794444444444,3.82975,3.66936111111111,2.37848148148148,2.53885185185185,4.08364814814815,3.26584259259259,1.51810185185185,1.56699999666667,1.20810184,3.20334256333333,2.89827776333333,3.10240744,3.86586108333333,4.22390735,4.27075924333333,1.28300329285354,1.5100812812539,1.63954323658312,0.941597669869606,1.12018613517087,1.22721912226813,0.931834873377643,1.14890883643324,1.2385564355459,3.15643583610079,4.10531879439715,3.77917625285801,1.0786763599132,1.29089817370957,1.40765580744139,0.0734923945408416,0.0698411308774408,0.0777646441726983
"2011-Q3","12763.1",348.8,227.3,107.5,881.4,840.1,107,913.8,123.5,238.5,1,4428.3,0.0787661179233566,18241.4,0.0483186597519927,15353.6,0.0595169862442684,1,1.3264537037037,1.63666666666667,3.69516666666667,3.83937962962963,3.66647222222222,2.12576851851852,2.08891666666667,3.59258333333333,4.11794444444444,3.82975,3.66936111111111,2.37848148148148,2.53885185185185,4.08364814814815,3.26584259259259,1.51810185185185,1.56699999666667,1.20810184,3.20334256333333,2.89827776333333,3.10240744,3.86586108333333,4.22390735,4.27075924333333,1.28300329285354,1.5100812812539,1.63954323658312,0.941597669869606,1.12018613517087,1.22721912226813,0.931834873377643,1.14890883643324,1.2385564355459,3.15643583610079,4.10531879439715,3.77917625285801,1.0786763599132,1.29089817370957,1.40765580744139,0.08496314936606,0.0680160420076771,0.0768303688474239
"2011-Q4","12668.1",347.9,230.3,74.1,888.2,764.9,107.8,935.9,106.6,246.1,1,4473.3,0.0777725616435294,17896.2,0.049630647847029,15260.8,0.0613270601803313,1,1.3264537037037,1.63666666666667,3.69516666666667,3.83937962962963,3.66647222222222,2.12576851851852,2.08891666666667,3.59258333333333,4.11794444444444,3.82975,3.66936111111111,2.37848148148148,2.53885185185185,4.08364814814815,3.26584259259259,1.51810185185185,1.56699999666667,1.20810184,3.20334256333333,2.89827776333333,3.10240744,3.86586108333333,4.22390735,4.27075924333333,1.28300329285354,1.5100812812539,1.63954323658312,0.941597669869606,1.12018613517087,1.22721912226813,0.931834873377643,1.14890883643324,1.2385564355459,3.15643583610079,4.10531879439715,3.77917625285801,1.0786763599132,1.29089817370957,1.40765580744139,0.0838914236947671,0.0698628696689489,0.0791669899857668
"2012-Q1","12197.3",304,231.1,50.6,848.8,762.2,107.5,952.5,102.5,249.8,1,4426.3,0.0686803876827147,17509,0.0484779256382432,15055.5,0.0632659161103915,1,1.3264537037037,1.63666666666667,3.69516666666667,3.83937962962963,3.66647222222222,2.12576851851852,2.08891666666667,3.59258333333333,4.11794444444444,3.82975,3.66936111111111,2.37848148148148,2.53885185185185,4.08364814814815,3.26584259259259,1.51810185185185,1.56699999666667,1.20810184,3.20334256333333,2.89827776333333,3.10240744,3.86586108333333,4.22390735,4.27075924333333,1.28300329285354,1.5100812812539,1.63954323658312,0.941597669869606,1.12018613517087,1.22721912226813,0.931834873377643,1.14890883643324,1.2385564355459,3.15643583610079,4.10531879439715,3.77917625285801,1.0786763599132,1.29089817370957,1.40765580744139,0.074083910583018,0.0682402335573849,0.0816698555649675
"2012-Q2","12465.8",341,241.3,52,856.4,790.1,112.3,952,92.3,260.7,1,4442.1,0.0767654937979784,17500.8,0.0489349058328762,15263.9,0.0623693813507688,1,1.3264537037037,1.63666666666667,3.69516666666667,3.83937962962963,3.66647222222222,2.12576851851852,2.08891666666667,3.59258333333333,4.11794444444444,3.82975,3.66936111111111,2.37848148148148,2.53885185185185,4.08364814814815,3.26584259259259,1.51810185185185,1.56699999666667,1.20810184,3.20334256333333,2.89827776333333,3.10240744,3.86586108333333,4.22390735,4.27075924333333,1.28300329285354,1.5100812812539,1.63954323658312,0.941597669869606,1.12018613517087,1.22721912226813,0.931834873377643,1.14890883643324,1.2385564355459,3.15643583610079,4.10531879439715,3.77917625285801,1.0786763599132,1.29089817370957,1.40765580744139,0.0828051234169426,0.0688835043822457,0.0805125204811034
"2012-Q3","12627.4",397.9,252.5,52.1,832.7,787.9,111.6,947.8,87,266.1,1,4458.5,0.0892452618593697,17414.9,0.04781537648795,15368.6,0.0616711997189074,1,1.3264537037037,1.63666666666667,3.69516666666667,3.83937962962963,3.66647222222222,2.12576851851852,2.08891666666667,3.59258333333333,4.11794444444444,3.82975,3.66936111111111,2.37848148148148,2.53885185185185,4.08364814814815,3.26584259259259,1.51810185185185,1.56699999666667,1.20810184,3.20334256333333,2.89827776333333,3.10240744,3.86586108333333,4.22390735,4.27075924333333,1.28300329285354,1.5100812812539,1.63954323658312,0.941597669869606,1.12018613517087,1.22721912226813,0.931834873377643,1.14890883643324,1.2385564355459,3.15643583610079,4.10531879439715,3.77917625285801,1.0786763599132,1.29089817370957,1.40765580744139,0.0962667542019652,0.0673075923982593,0.0796112390876159
"2012-Q4","12521.7",405.9,260.1,49.3,818.2,793,111.8,971.7,78.2,265.6,1,4471.1,0.0907830287848628,17094.4,0.0478636278547361,15272.3,0.0636249942706731,1,1.3264537037037,1.63666666666667,3.69516666666667,3.83937962962963,3.66647222222222,2.12576851851852,2.08891666666667,3.59258333333333,4.11794444444444,3.82975,3.66936111111111,2.37848148148148,2.53885185185185,4.08364814814815,3.26584259259259,1.51810185185185,1.56699999666667,1.20810184,3.20334256333333,2.89827776333333,3.10240744,3.86586108333333,4.22390735,4.27075924333333,1.28300329285354,1.5100812812539,1.63954323658312,0.941597669869606,1.12018613517087,1.22721912226813,0.931834873377643,1.14890883643324,1.2385564355459,3.15643583610079,4.10531879439715,3.77917625285801,1.0786763599132,1.29089817370957,1.40765580744139,0.0979255070315509,0.0673755137149327,0.0821333889062939
"2013-Q1","12350.6",365.9,265.6,49.1,809.4,786.2,108.3,952.7,69.9,265.4,1,4430.4,0.0825884795955218,16799.3,0.0481805789526945,14935.2,0.0637889013873266,1,1.3264537037037,1.63666666666667,3.69516666666667,3.83937962962963,3.66647222222222,2.12576851851852,2.08891666666667,3.59258333333333,4.11794444444444,3.82975,3.66936111111111,2.37848148148148,2.53885185185185,4.08364814814815,3.26584259259259,1.51810185185185,1.56699999666667,1.20810184,3.20334256333333,2.89827776333333,3.10240744,3.86586108333333,4.22390735,4.27075924333333,1.28300329285354,1.5100812812539,1.63954323658312,0.941597669869606,1.12018613517087,1.22721912226813,0.931834873377643,1.14890883643324,1.2385564355459,3.15643583610079,4.10531879439715,3.77917625285801,1.0786763599132,1.29089817370957,1.40765580744139,0.089086240540863,0.0678216717686488,0.0823449763038399
"2013-Q2","12458.5",350.2,272.4,46.3,783.8,770.3,109.8,960.1,67.6,257.3,1,4471.1,0.0783252443470287,16932.9,0.0462885861252355,15172.2,0.0632802098575025,1,1.3264537037037,1.63666666666667,3.69516666666667,3.83937962962963,3.66647222222222,2.12576851851852,2.08891666666667,3.59258333333333,4.11794444444444,3.82975,3.66936111111111,2.37848148148148,2.53885185185185,4.08364814814815,3.26584259259259,1.51810185185185,1.56699999666667,1.20810184,3.20334256333333,2.89827776333333,3.10240744,3.86586108333333,4.22390735,4.27075924333333,1.28300329285354,1.5100812812539,1.63954323658312,0.941597669869606,1.12018613517087,1.22721912226813,0.931834873377643,1.14890883643324,1.2385564355459,3.15643583610079,4.10531879439715,3.77917625285801,1.0786763599132,1.29089817370957,1.40765580744139,0.0844875894615647,0.0651583970774387,0.0816883073370085
"2013-Q3","12418.7",358.1,266.6,55.3,776.7,785.1,113.9,961.1,70.8,265.1,1,4493.7,0.0796893428577787,17008.7,0.0456648656275906,15374.1,0.0625142284751628,1,1.3264537037037,1.63666666666667,3.69516666666667,3.83937962962963,3.66647222222222,2.12576851851852,2.08891666666667,3.59258333333333,4.11794444444444,3.82975,3.66936111111111,2.37848148148148,2.53885185185185,4.08364814814815,3.26584259259259,1.51810185185185,1.56699999666667,1.20810184,3.20334256333333,2.89827776333333,3.10240744,3.86586108333333,4.22390735,4.27075924333333,1.28300329285354,1.5100812812539,1.63954323658312,0.941597669869606,1.12018613517087,1.22721912226813,0.931834873377643,1.14890883643324,1.2385564355459,3.15643583610079,4.10531879439715,3.77917625285801,1.0786763599132,1.29089817370957,1.40765580744139,0.0859590102777035,0.0642804132967086,0.0806995033694506
"2013-Q4","12485",377.2,257.7,54.6,761.2,794.6,113.2,987.6,61.3,261.7,1,4441.7,0.084922439606457,16916.6,0.0449972216639277,15346.8,0.0643521776526703,1,1.3264537037037,1.63666666666667,3.69516666666667,3.83937962962963,3.66647222222222,2.12576851851852,2.08891666666667,3.59258333333333,4.11794444444444,3.82975,3.66936111111111,2.37848148148148,2.53885185185185,4.08364814814815,3.26584259259259,1.51810185185185,1.56699999666667,1.20810184,3.20334256333333,2.89827776333333,3.10240744,3.86586108333333,4.22390735,4.27075924333333,1.28300329285354,1.5100812812539,1.63954323658312,0.941597669869606,1.12018613517087,1.22721912226813,0.931834873377643,1.14890883643324,1.2385564355459,3.15643583610079,4.10531879439715,3.77917625285801,1.0786763599132,1.29089817370957,1.40765580744139,0.0916038280296415,0.0633406003939554,0.083072108606066
"2014-Q1","12490",388.4,250,51.9,758.5,768.8,112,996.9,66.5,260.5,1,4436.3,0.0875504361742894,16729.4,0.0453393427140244,15205.5,0.0655618032948604,1,1.3264537037037,1.63666666666667,3.69516666666667,3.83937962962963,3.66647222222222,2.12576851851852,2.08891666666667,3.59258333333333,4.11794444444444,3.82975,3.66936111111111,2.37848148148148,2.53885185185185,4.08364814814815,3.26584259259259,1.51810185185185,1.56699999666667,1.20810184,3.20334256333333,2.89827776333333,3.10240744,3.86586108333333,4.22390735,4.27075924333333,1.28300329285354,1.5100812812539,1.63954323658312,0.941597669869606,1.12018613517087,1.22721912226813,0.931834873377643,1.14890883643324,1.2385564355459,3.15643583610079,4.10531879439715,3.77917625285801,1.0786763599132,1.29089817370957,1.40765580744139,0.0944385858012953,0.0638221890769719,0.0846336121384416
"2014-Q2","12411.3",412.3,248.3,49.8,748.5,804,108.5,959.2,62.1,257.7,1,4467.4,0.0922908179254152,17128.6,0.0436988428709877,15390.1,0.0623257808591237,1,1.3264537037037,1.63666666666667,3.69516666666667,3.83937962962963,3.66647222222222,2.12576851851852,2.08891666666667,3.59258333333333,4.11794444444444,3.82975,3.66936111111111,2.37848148148148,2.53885185185185,4.08364814814815,3.26584259259259,1.51810185185185,1.56699999666667,1.20810184,3.20334256333333,2.89827776333333,3.10240744,3.86586108333333,4.22390735,4.27075924333333,1.28300329285354,1.5100812812539,1.63954323658312,0.941597669869606,1.12018613517087,1.22721912226813,0.931834873377643,1.14890883643324,1.2385564355459,3.15643583610079,4.10531879439715,3.77917625285801,1.0786763599132,1.29089817370957,1.40765580744139,0.0995519235331987,0.0615129299458146,0.0804562366860659
"2014-Q3","12489.4",391.9,247.5,62.7,758.4,787.2,115.3,951.6,64.2,254.2,1,4473.1,0.0876126176477164,17263.6,0.0439305822655761,15638.9,0.06084826937956,1,1.3264537037037,1.63666666666667,3.69516666666667,3.83937962962963,3.66647222222222,2.12576851851852,2.08891666666667,3.59258333333333,4.11794444444444,3.82975,3.66936111111111,2.37848148148148,2.53885185185185,4.08364814814815,3.26584259259259,1.51810185185185,1.56699999666667,1.20810184,3.20334256333333,2.89827776333333,3.10240744,3.86586108333333,4.22390735,4.27075924333333,1.28300329285354,1.5100812812539,1.63954323658312,0.941597669869606,1.12018613517087,1.22721912226813,0.931834873377643,1.14890883643324,1.2385564355459,3.15643583610079,4.10531879439715,3.77917625285801,1.0786763599132,1.29089817370957,1.40765580744139,0.0945056594867055,0.06183913925042,0.0785489198154621
"2014-Q4","12496.4",345.1,253,66.4,755.4,765.5,116.8,957.4,66.1,251.8,1,4496.7,0.0767451686792537,17338.3,0.0435682852413443,15611.5,0.0613265861704513,1,1.3264537037037,1.63666666666667,3.69516666666667,3.83937962962963,3.66647222222222,2.12576851851852,2.08891666666667,3.59258333333333,4.11794444444444,3.82975,3.66936111111111,2.37848148148148,2.53885185185185,4.08364814814815,3.26584259259259,1.51810185185185,1.56699999666667,1.20810184,3.20334256333333,2.89827776333333,3.10240744,3.86586108333333,4.22390735,4.27075924333333,1.28300329285354,1.5100812812539,1.63954323658312,0.941597669869606,1.12018613517087,1.22721912226813,0.931834873377643,1.14890883643324,1.2385564355459,3.15643583610079,4.10531879439715,3.77917625285801,1.0786763599132,1.29089817370957,1.40765580744139,0.0827831991918618,0.0613291497402413,0.0791663780872783
"2015-Q1","12549.6",360,257.4,60.7,748.2,786.4,115.3,969.8,71.7,253.5,1,4477.9,0.0803948279327363,17224.4,0.0434383781147674,15415.1,0.0629123391998754,1,1.3264537037037,1.63666666666667,3.69516666666667,3.83937962962963,3.66647222222222,2.12576851851852,2.08891666666667,3.59258333333333,4.11794444444444,3.82975,3.66936111111111,2.37848148148148,2.53885185185185,4.08364814814815,3.26584259259259,1.51810185185185,1.56699999666667,1.20810184,3.20334256333333,2.89827776333333,3.10240744,3.86586108333333,4.22390735,4.27075924333333,1.28300329285354,1.5100812812539,1.63954323658312,0.941597669869606,1.12018613517087,1.22721912226813,0.931834873377643,1.14890883643324,1.2385564355459,3.15643583610079,4.10531879439715,3.77917625285801,1.0786763599132,1.29089817370957,1.40765580744139,0.086720000350332,0.0611462852190873,0.0812134237769164
"2015-Q2","12745.6",360.2,265.4,57.4,758.7,809.8,116,973.3,75.2,260.5,1,4440.2,0.0811224719607225,17633.8,0.0430253263618732,15563.3,0.0625381506492839,1,1.3264537037037,1.63666666666667,3.69516666666667,3.83937962962963,3.66647222222222,2.12576851851852,2.08891666666667,3.59258333333333,4.11794444444444,3.82975,3.66936111111111,2.37848148148148,2.53885185185185,4.08364814814815,3.26584259259259,1.51810185185185,1.56699999666667,1.20810184,3.20334256333333,2.89827776333333,3.10240744,3.86586108333333,4.22390735,4.27075924333333,1.28300329285354,1.5100812812539,1.63954323658312,0.941597669869606,1.12018613517087,1.22721912226813,0.931834873377643,1.14890883643324,1.2385564355459,3.15643583610079,4.10531879439715,3.77917625285801,1.0786763599132,1.29089817370957,1.40765580744139,0.0875048927617526,0.060564850520352,0.0807303844603347
"2015-Q3","12640.3",393.3,273.4,74.1,750.1,763.3,115.8,966.3,76.1,259.9,1,4490.8,0.0875790505032511,17811.1,0.0421141872203289,15801.4,0.0611528092447505,1,1.3264537037037,1.63666666666667,3.69516666666667,3.83937962962963,3.66647222222222,2.12576851851852,2.08891666666667,3.59258333333333,4.11794444444444,3.82975,3.66936111111111,2.37848148148148,2.53885185185185,4.08364814814815,3.26584259259259,1.51810185185185,1.56699999666667,1.20810184,3.20334256333333,2.89827776333333,3.10240744,3.86586108333333,4.22390735,4.27075924333333,1.28300329285354,1.5100812812539,1.63954323658312,0.941597669869606,1.12018613517087,1.22721912226813,0.931834873377643,1.14890883643324,1.2385564355459,3.15643583610079,4.10531879439715,3.77917625285801,1.0786763599132,1.29089817370957,1.40765580744139,0.0944694514015011,0.0592822802163699,0.0789420497712583
